Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag umag gmag rmag imag zmag
0.011816 -0.100000 8.176090 2.954522 2.594560 2.954000 2.013000 4.089600 4.206000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.262000 5.561339 5.804939 7.002239 7.770189 8.359939
0.011816 -0.100000 8.176090 3.075036 2.596554 3.074000 2.092000 4.098600 4.180000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.461000 5.374339 5.652939 6.854239 7.624189 8.217939
0.011816 -0.100000 8.176090 3.150835 2.597719 3.149000 2.142000 4.103800 4.161000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.585000 5.257339 5.554939 6.760239 7.531189 8.126939
0.011816 -0.100000 8.176090 3.213781 2.598639 3.212000 2.182000 4.107900 4.146000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.686000 5.162339 5.475939 6.682239 7.455189 8.051939
0.011816 -0.100000 8.176090 3.317873 2.600072 3.315000 2.249000 4.113900 4.117000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.853000 5.004339 5.339939 6.549239 7.323189 7.922939
0.011816 -0.100000 8.176090 3.347147 2.600456 3.345000 2.268000 4.115400 4.108000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.900000 4.959339 5.299939 6.510239 7.285189 7.884939
0.011816 -0.100000 8.176090 3.412134 2.601283 3.409000 2.310000 4.118500 4.087000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -1.004000 4.861339 5.212939 6.424239 7.200189 7.800939
0.011816 -0.100000 8.176090 3.497900 2.602320 3.495000 2.364000 4.121900 4.057000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -1.140000 4.730339 5.094939 6.308239 7.084189 7.686939
0.011816 -0.100000 8.176090 3.543460 2.602847 3.540000 2.393000 4.123400 4.040000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -1.213000 4.659339 5.029939 6.244239 7.021189 7.622939
0.011816 -0.100000 8.176090 3.588295 2.603351 3.585000 2.422000 4.124700 4.022000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -1.284000 4.590339 4.964939 6.180239 6.957189 7.560939
